,Date,open,close
0,2008-03-28,50.26,50.15
1,2008-03-31,50.43000000000001,50.16
2,2008-04-01,33.245904101675336,34.14
3,2008-04-02,33.644623233908945,33.5
4,2008-04-03,33.26167782591572,33.38
5,2008-04-04,33.2748247341473,33.38
6,2008-04-07,33.560927347903124,33.39
7,2008-04-08,33.40482934484112,33.51
8,2008-04-09,33.31286588978866,33.28
9,2008-04-10,33.3491137254902,33.52
10,2008-04-11,33.192346123101515,32.89
11,2008-04-14,33.0,33.0
12,2008-04-15,33.124591470705454,32.98
13,2008-04-16,34.07990485252141,34.54
14,2008-04-17,34.533708634461775,34.56
15,2008-04-18,34.68971753554503,34.67
16,2008-04-21,34.22741323106424,34.28
17,2008-04-22,34.54459304547191,34.4
18,2008-04-23,34.01111839568068,34.09
19,2008-04-24,34.03967568604874,34.25
20,2008-04-25,33.645373540856035,33.79
21,2008-04-28,33.78370917573873,33.81
22,2008-04-29,33.71802701115678,33.58
23,2008-04-30,33.91662763466042,33.68
24,2008-05-01,33.79391665058846,34.07
25,2008-05-02,34.43289671090594,34.17
26,2008-05-05,34.184906388728045,34.06
27,2008-05-06,34.138826912018395,34.29
28,2008-05-07,34.433504835589936,33.98
29,2008-05-08,33.993341655463794,34.23
30,2008-05-09,34.04405746456999,33.86
31,2008-05-12,33.304442706296435,33.62
32,2008-05-13,33.30944279786604,33.27
33,2008-05-14,33.63858906525573,33.54
34,2008-05-15,33.773023434498654,34.22
35,2008-05-16,34.56454183266932,34.65
36,2008-05-19,34.64426136363637,34.71
37,2008-05-20,34.87691257348758,34.66
38,2008-05-21,35.31492385786802,34.96
39,2008-05-22,34.96079619615887,35.25
40,2008-05-23,35.15185457979226,34.81
41,2008-05-27,34.083146826162455,34.07
42,2008-05-28,32.906853035143776,32.92
43,2008-05-29,32.61223069207623,32.77
44,2008-05-30,32.86511257222554,32.99
45,2008-06-02,31.89579090718626,31.37
46,2008-06-03,31.45750315258512,31.28
47,2008-06-04,31.187684542586755,31.26
48,2008-06-05,31.10897558940121,31.51
49,2008-06-06,31.1482461803314,30.55
50,2008-06-09,30.61061797752809,30.42
51,2008-06-10,30.3165734114075,30.31
52,2008-06-11,29.9717834960071,29.63
53,2008-06-12,29.93,29.93
54,2008-06-13,29.86601851851852,29.82
55,2008-06-16,29.523063660477447,29.74
56,2008-06-17,29.39692723586393,29.18
57,2008-06-18,28.84722016651249,28.42
58,2008-06-19,27.72021157587549,27.03
59,2008-06-20,28.17518413597734,27.84
60,2008-06-23,28.09774170783345,27.94
61,2008-06-24,27.95911682242991,28.13
62,2008-06-25,28.81111945392491,28.89
63,2008-06-26,28.988235294117644,28.16
64,2008-06-27,28.42454231035278,28.51
65,2008-06-30,28.292096407457937,28.91
66,2008-07-01,28.01995114006516,28.25
67,2008-07-02,28.10090609555189,27.93
68,2008-07-03,27.678028639618137,27.54
69,2008-07-07,27.20407507360157,26.79
70,2008-07-08,26.62409200968523,27.15
71,2008-07-09,26.92245226130653,26.16
72,2008-07-10,26.479379428292205,26.9
73,2008-07-11,26.78296479920674,26.52
74,2008-07-14,26.514986058301645,25.93
75,2008-07-15,25.407684049079755,25.71
76,2008-07-16,24.959505001282377,25.63
77,2008-07-17,25.374823619631904,25.71
78,2008-07-18,24.925732416710733,24.86
79,2008-07-21,25.63314520266804,25.62
80,2008-07-22,25.841701265822785,25.96
81,2008-07-23,26.23314615191777,26.22
82,2008-07-24,25.886647872885696,25.65
83,2008-07-25,25.769809376609995,25.52
84,2008-07-28,25.72605888429752,25.45
85,2008-07-29,25.20675710263629,25.68
86,2008-07-30,25.03270849470695,25.46
87,2008-07-31,25.02927982992293,24.74
88,2008-08-01,25.489277328463345,25.2
89,2008-08-04,25.50234741784037,25.2
90,2008-08-05,24.897013853258084,25.62
91,2008-08-06,25.401671771311893,25.75
92,2008-08-07,26.72924912978617,26.44
93,2008-08-08,26.089310686833624,26.51
94,2008-08-11,26.60362701908957,26.86
95,2008-08-12,26.638991260923845,26.33
96,2008-08-13,26.42286425902865,26.39
97,2008-08-14,26.455363321799307,26.6
98,2008-08-15,26.58462456489309,26.44
99,2008-08-18,26.271421983089933,25.66
100,2008-08-19,25.5878945995304,25.2
101,2008-08-20,25.25826683937824,25.37
102,2008-08-21,25.150558455114822,25.19
103,2008-08-22,25.64574145463891,25.58
104,2008-08-25,25.3424880763116,24.81
105,2008-08-26,24.53536494405967,24.68
106,2008-08-27,25.069881565396496,25.53
107,2008-08-28,25.57990575649516,25.81
108,2008-08-29,25.585634024678388,25.04
109,2008-09-02,24.46529152915292,23.9
110,2008-09-03,23.73399115533444,23.78
111,2008-09-04,24.17897548884605,23.87
112,2008-09-05,23.59873903508772,23.98
113,2008-09-08,25.255393711367915,24.46
114,2008-09-09,24.19155862068965,23.83
115,2008-09-10,24.034628508530545,23.89
116,2008-09-11,23.59536416505124,23.74
117,2008-09-12,23.668775621754573,24.05
118,2008-09-15,23.34,23.34
119,2008-09-16,22.514521083496227,23.54
120,2008-09-17,22.19465144596652,21.59
121,2008-09-18,22.10930817610063,22.99
122,2008-09-19,24.14573846573846,24.08
123,2008-09-22,23.463531448355457,22.78
124,2008-09-23,23.2041958041958,22.56
125,2008-09-24,23.08629418472064,23.06
126,2008-09-25,23.407350166481688,23.69
127,2008-09-26,23.23852320675106,23.37
128,2008-09-29,22.472202143951,21.46
129,2008-09-30,22.397046707281696,22.66
130,2008-10-01,22.01738874152668,22.3
131,2008-10-02,21.943027888446213,21.45
132,2008-10-03,21.911783184477983,21.34
133,2008-10-06,20.302830564784053,19.79
134,2008-10-07,19.548384979948963,18.03
135,2008-10-08,18.05583427071616,17.53
136,2008-10-09,18.32640995721509,16.9
137,2008-10-10,15.92572731040199,15.86
138,2008-10-13,17.63306891600861,18.31
139,2008-10-14,19.013513804230904,18.33
140,2008-10-15,17.22564935064935,16.2
141,2008-10-16,17.086649195058026,17.56
142,2008-10-17,16.958538461538463,17.09
143,2008-10-20,17.164098848011893,17.69
144,2008-10-21,17.001384083044982,17.1
145,2008-10-22,16.434800664451828,15.83
146,2008-10-23,16.141625,15.78
147,2008-10-24,14.443509467195067,14.93
148,2008-10-27,13.3611592039801,13.21
149,2008-10-28,13.408363636363635,14.46
150,2008-10-29,13.56707224334601,13.83
151,2008-10-30,14.326998648039655,14.59
152,2008-10-31,14.92436525612472,14.76
153,2008-11-03,15.7479427402863,16.07
154,2008-11-04,16.561929133858268,16.7
155,2008-11-05,16.12000839278221,15.66
156,2008-11-06,16.310285714285715,15.87
157,2008-11-07,16.79722772277228,16.6
158,2008-11-10,16.425061155630534,15.59
159,2008-11-11,15.299758030871924,15.76
160,2008-11-12,15.52253947368421,14.99
161,2008-11-13,15.095383663366336,15.93
162,2008-11-14,15.210496815286623,15.48
163,2008-11-17,15.066700507614213,15.54
164,2008-11-18,15.07688633348076,14.86
165,2008-11-19,14.296406473108044,13.81
166,2008-11-20,13.394255319148938,12.98
167,2008-11-21,13.749580781912387,13.96
168,2008-11-24,13.241428571428573,13.8
169,2008-11-25,13.804820415879018,13.91
170,2008-11-26,13.931716595339989,13.82
171,2008-11-28,14.049427767354596,14.01
172,2008-12-01,13.503673788431472,12.61
173,2008-12-02,13.319253588516748,13.74
174,2008-12-03,13.5845625,13.67
175,2008-12-04,13.578634146341464,13.48
176,2008-12-05,13.25134559535334,13.58
177,2008-12-08,14.318585496866604,14.68
178,2008-12-09,14.805715559518504,14.74
179,2008-12-10,14.910830039525694,14.97
180,2008-12-11,15.182620202911338,14.9
181,2008-12-12,15.16620615911035,15.37
182,2008-12-15,15.830465612985904,15.39
183,2008-12-16,15.903949447077409,16.64
184,2008-12-17,16.283067729083665,16.5
185,2008-12-18,16.661780104712044,16.32
186,2008-12-19,16.295454176804544,16.21
187,2008-12-22,15.9272001671542,15.73
188,2008-12-23,15.768149934239368,15.55
189,2008-12-24,15.70591598094413,15.74
190,2008-12-26,16.187744136460555,15.99
191,2008-12-29,16.00090559589919,15.96
192,2008-12-30,16.033601855757066,16.17
193,2008-12-31,16.499537620849093,16.22
194,2009-01-02,16.218707592891757,16.88
195,2009-01-05,17.061351888667993,17.15
196,2009-01-06,16.982258710452545,17.03
197,2009-01-07,16.66135523613963,16.6
198,2009-01-08,16.69955967078189,16.57
199,2009-01-09,16.695399414470934,16.3
200,2009-01-12,16.316376127093175,15.88
201,2009-01-13,15.341814159292037,15.41
202,2009-01-14,15.544624277456649,15.34
203,2009-01-15,14.972274171584203,15.02
204,2009-01-16,15.414971378247468,15.49
205,2009-01-20,15.233674588665448,14.92
206,2009-01-21,15.300446389496717,15.58
207,2009-01-22,15.441824175824175,15.51
208,2009-01-23,15.545006485084306,15.77
209,2009-01-26,15.775949477351917,15.66
210,2009-01-27,15.862283633247644,15.91
211,2009-01-28,16.279909502262445,16.58
212,2009-01-29,15.692651785714286,15.27
213,2009-01-30,15.440424107142857,15.27
214,2009-02-02,15.026299955096542,15.19
215,2009-02-03,15.126428256070644,15.44
216,2009-02-04,15.487686134641104,15.29
217,2009-02-05,15.385052401746728,15.61
218,2009-02-06,15.992311578947367,16.19
219,2009-02-09,16.08272958104105,16.11
220,2009-02-10,16.03541333333333,15.34
221,2009-02-11,15.69,15.69
222,2009-02-12,15.317700132684656,15.42
223,2009-02-13,15.844087968952133,15.81
224,2009-02-17,15.4399687917967,15.29
225,2009-02-18,15.36044434470377,15.19
226,2009-02-19,15.410008936550494,15.26
227,2009-02-20,14.89136551724138,14.83
228,2009-02-23,14.837302943969611,14.36
229,2009-02-24,14.765764758497316,15.25
230,2009-02-25,15.243640841916706,15.23
231,2009-02-26,15.124107713372888,14.94
232,2009-02-27,14.763180978762694,14.77
233,2009-03-02,14.110841584158416,13.77
234,2009-03-03,13.746818858560797,13.74
235,2009-03-04,14.107254993032976,14.68
236,2009-03-05,13.19741429970617,13.92
237,2009-03-06,14.548669811320757,14.46
238,2009-03-09,14.076864282214602,13.92
239,2009-03-10,14.564952553095347,15.09
240,2009-03-11,14.745439739413682,14.65
241,2009-03-12,14.50672811059908,14.8
242,2009-03-13,14.896817765567768,14.89
243,2009-03-16,15.024479553903346,14.67
244,2009-03-17,14.87578923766816,15.21
245,2009-03-18,14.859461743772242,15.33
246,2009-03-19,15.202303523035228,15.1
247,2009-03-20,15.544997796386072,15.47
248,2009-03-23,15.889009159034138,16.38
249,2009-03-24,16.020833333333336,15.38
250,2009-03-25,15.710482941958352,15.39
251,2009-03-26,15.811363636363636,15.75
252,2009-03-27,15.654089917066782,15.62
253,2009-03-30,15.282318511796731,15.03
254,2009-03-31,15.326813483146069,15.17
255,2009-04-01,15.221345211581292,15.31
256,2009-04-02,16.043181818181818,15.75
257,2009-04-03,15.93188531711555,15.7
258,2009-04-06,15.93271794871795,15.96
259,2009-04-07,15.754537559704731,15.7
260,2009-04-08,15.830924406047515,15.79
261,2009-04-09,15.858638115631692,15.92
262,2009-04-13,15.690422715627667,15.97
263,2009-04-14,15.95776720034617,15.76
264,2009-04-15,15.899020771513351,16.09
265,2009-04-16,16.63554307116105,16.39
266,2009-04-17,16.57,16.57
267,2009-04-20,16.5486582278481,16.16
268,2009-04-21,16.520454545454545,16.95
269,2009-04-22,16.539078568490332,16.58
270,2009-04-23,16.591749095295537,16.96
