,Date,close
0,2003-04-16,623.5
1,2003-04-17,635.5
2,2003-04-18,635.5
3,2003-04-21,641.5
4,2003-04-22,641.5
5,2003-04-23,637.0
6,2003-04-24,637.0
7,2003-04-25,634.5
8,2003-04-28,619.5
9,2003-04-29,605.5
10,2003-04-30,611.5
11,2003-05-01,606.0
12,2003-05-02,606.0
13,2003-05-05,607.5
14,2003-05-06,626.0
15,2003-05-07,636.5
16,2003-05-08,642.5
17,2003-05-09,644.5
18,2003-05-12,662.5
19,2003-05-13,652.5
20,2003-05-14,665.5
21,2003-05-15,660.5
22,2003-05-16,652.5
23,2003-05-19,655.5
24,2003-05-20,672.5
25,2003-05-21,672.5
26,2003-05-22,671.5
27,2003-05-23,668.5
28,2003-05-26,675.5
29,2003-05-27,686.5
30,2003-05-28,670.0
31,2003-05-29,640.5
32,2003-05-30,642.5
33,2003-06-02,643.5
34,2003-06-03,659.5
35,2003-06-04,667.5
36,2003-06-05,666.5
37,2003-06-06,657.5
38,2003-06-09,657.0
39,2003-06-10,655.5
40,2003-06-11,652.5
41,2003-06-12,652.5
42,2003-06-13,666.0
43,2003-06-16,669.5
44,2003-06-17,663.0
45,2003-06-18,668.5
46,2003-06-19,677.5
47,2003-06-20,667.5
48,2003-06-23,667.5
49,2003-06-24,670.5
50,2003-06-25,664.0
51,2003-06-26,658.5
52,2003-06-27,666.5
53,2003-06-30,664.5
54,2003-07-01,673.5
55,2003-07-02,672.5
56,2003-07-03,673.5
57,2003-07-04,674.5
58,2003-07-07,675.5
59,2003-07-08,668.0
60,2003-07-09,671.0
61,2003-07-10,676.5
62,2003-07-11,679.5
63,2003-07-14,683.0
64,2003-07-15,692.5
65,2003-07-16,681.0
66,2003-07-17,688.5
67,2003-07-18,689.0
68,2003-07-21,682.5
69,2003-07-22,688.5
70,2003-07-23,696.0
71,2003-07-24,696.5
72,2003-07-25,692.5
73,2003-07-28,699.5
74,2003-07-29,697.5
75,2003-07-30,689.0
76,2003-07-31,686.5
77,2003-08-01,679.5
78,2003-08-04,677.5
79,2003-08-05,682.5
80,2003-08-06,682.0
81,2003-08-07,680.5
82,2003-08-08,679.5
83,2003-08-11,692.0
84,2003-08-12,695.5
85,2003-08-13,687.5
86,2003-08-14,694.5
87,2003-08-15,699.5
88,2003-08-18,695.5
89,2003-08-19,695.5
90,2003-08-20,699.5
91,2003-08-21,707.5
92,2003-08-22,698.5
93,2003-08-25,694.5
94,2003-08-26,691.5
95,2003-08-27,710.5
96,2003-08-28,713.0
97,2003-08-29,710.0
98,2003-09-01,709.5
99,2003-09-02,713.5
100,2003-09-03,713.5
101,2003-09-04,712.5
102,2003-09-05,713.5
103,2003-09-08,709.5
104,2003-09-09,711.5
105,2003-09-10,699.5
106,2003-09-11,697.5
107,2003-09-12,698.0
108,2003-09-15,700.5
109,2003-09-16,700.5
110,2003-09-17,697.5
111,2003-09-18,701.5
112,2003-09-19,699.5
113,2003-09-22,705.5
114,2003-09-23,706.5
115,2003-09-24,705.5
116,2003-09-25,715.5
117,2003-09-26,705.5
118,2003-09-29,702.5
119,2003-09-30,706.5
120,2003-10-01,712.5
121,2003-10-02,712.0
122,2003-10-03,716.0
123,2003-10-06,710.5
124,2003-10-07,722.5
125,2003-10-08,728.5
126,2003-10-09,724.5
127,2003-10-10,730.5
128,2003-10-13,723.5
129,2003-10-14,729.5
130,2003-10-15,726.5
131,2003-10-16,724.5
132,2003-10-17,726.5
133,2003-10-20,734.5
134,2003-10-21,737.5
135,2003-10-22,738.5
136,2003-10-23,742.5
137,2003-10-24,737.5
138,2003-10-27,747.5
139,2003-10-28,747.5
140,2003-10-29,755.5
141,2003-10-30,759.5
142,2003-10-31,748.5
143,2003-11-03,741.5
144,2003-11-04,747.5
145,2003-11-05,757.5
146,2003-11-06,757.5
147,2003-11-07,755.5
148,2003-11-10,762.5
149,2003-11-11,761.5
150,2003-11-12,759.5
151,2003-11-13,770.0
152,2003-11-14,771.0
153,2003-11-17,752.5
154,2003-11-18,771.5
155,2003-11-19,766.5
156,2003-11-20,765.5
157,2003-11-21,764.5
158,2003-11-24,755.5
159,2003-11-25,757.5
160,2003-11-26,767.5
161,2003-11-27,767.5
162,2003-11-28,765.5
163,2003-12-01,771.5
164,2003-12-02,778.0
165,2003-12-03,780.5
166,2003-12-04,787.5
167,2003-12-05,788.0
168,2003-12-08,801.5
169,2003-12-09,800.5
170,2003-12-10,812.5
171,2003-12-11,807.5
172,2003-12-12,823.0
173,2003-12-15,825.5
174,2003-12-16,827.5
175,2003-12-17,844.0
176,2003-12-18,828.5
177,2003-12-19,829.5
178,2003-12-22,803.5
179,2003-12-23,801.5
180,2003-12-24,823.5
181,2003-12-25,823.5
182,2003-12-26,823.5
183,2003-12-29,818.5
184,2003-12-30,814.5
185,2003-12-31,813.5
186,2004-01-01,813.5
187,2004-01-02,814.5
188,2004-01-05,840.5
189,2004-01-06,847.5
190,2004-01-07,843.5
191,2004-01-08,855.5
192,2004-01-09,852.0
193,2004-01-12,858.5
194,2004-01-13,859.5
195,2004-01-14,862.5
196,2004-01-15,854.0
197,2004-01-16,855.5
198,2004-01-19,860.5
199,2004-01-20,862.5
200,2004-01-21,861.5
201,2004-01-22,867.5
202,2004-01-23,864.5
203,2004-01-26,858.5
204,2004-01-27,858.5
205,2004-01-28,856.5
206,2004-01-29,830.5
207,2004-01-30,837.5
208,2004-02-02,817.5
209,2004-02-03,831.5
210,2004-02-04,825.5
211,2004-02-05,822.5
212,2004-02-06,829.5
213,2004-02-09,834.0
214,2004-02-10,837.5
215,2004-02-11,846.5
216,2004-02-12,848.0
217,2004-02-13,849.0
218,2004-02-16,851.5
219,2004-02-17,859.0
220,2004-02-18,862.5
221,2004-02-19,856.0
222,2004-02-20,844.5
223,2004-02-23,842.5
224,2004-02-24,858.5
225,2004-02-25,854.0
226,2004-02-26,866.5
227,2004-02-27,882.5
228,2004-03-01,902.5
229,2004-03-02,875.5
230,2004-03-03,884.0
231,2004-03-04,881.5
232,2004-03-05,886.5
233,2004-03-08,893.5
234,2004-03-09,896.0
235,2004-03-10,920.5
236,2004-03-11,902.5
237,2004-03-12,904.5
238,2004-03-15,912.5
239,2004-03-16,902.5
240,2004-03-17,907.5
241,2004-03-18,897.5
242,2004-03-19,892.5
243,2004-03-22,895.5
244,2004-03-23,911.5
245,2004-03-24,916.5
246,2004-03-25,910.0
247,2004-03-26,910.0
248,2004-03-29,889.5
249,2004-03-30,893.5
250,2004-03-31,903.5
251,2004-04-01,914.5
252,2004-04-02,908.5
253,2004-04-05,890.0
254,2004-04-06,882.5
255,2004-04-07,882.5
256,2004-04-08,902.5
257,2004-04-09,902.5
258,2004-04-12,939.5
259,2004-04-13,929.5
260,2004-04-14,927.5
261,2004-04-15,922.5
262,2004-04-16,922.5
263,2004-04-19,934.5
264,2004-04-20,917.5
265,2004-04-21,888.5
266,2004-04-22,848.5
267,2004-04-23,852.5
268,2004-04-26,822.5
269,2004-04-27,842.5
270,2004-04-28,804.5
271,2004-04-29,790.0
272,2004-04-30,798.5
273,2004-05-03,812.75
274,2004-05-04,817.5
275,2004-05-05,811.5
276,2004-05-06,797.5
277,2004-05-07,787.5
278,2004-05-10,770.0
279,2004-05-11,782.5
280,2004-05-12,786.5
281,2004-05-13,798.0
282,2004-05-14,793.0
283,2004-05-17,817.5
284,2004-05-18,800.5
285,2004-05-19,806.0
286,2004-05-20,805.5
287,2004-05-21,817.5
288,2004-05-24,823.5
289,2004-05-25,835.5
290,2004-05-26,837.5
291,2004-05-27,845.5
292,2004-05-28,830.5
293,2004-05-31,837.5
294,2004-06-01,844.5
295,2004-06-02,831.5
296,2004-06-03,827.77
297,2004-06-04,830.0
298,2004-06-07,832.5
299,2004-06-08,834.5
300,2004-06-09,806.5
301,2004-06-10,797.5
302,2004-06-11,794.5
303,2004-06-14,794.5
304,2004-06-15,778.5
305,2004-06-16,779.5
306,2004-06-17,793.5
307,2004-06-18,807.5
308,2004-06-21,815.5
309,2004-06-22,807.5
310,2004-06-23,808.5
311,2004-06-24,811.5
312,2004-06-25,806.5
313,2004-06-28,789.5
314,2004-06-29,777.5
315,2004-06-30,789.5
316,2004-07-01,784.5
317,2004-07-02,776.5
318,2004-07-05,783.5
319,2004-07-06,776.5
320,2004-07-07,795.5
321,2004-07-08,808.5
322,2004-07-09,812.5
323,2004-07-12,821.5
324,2004-07-13,810.5
325,2004-07-14,817.5
326,2004-07-15,817.5
327,2004-07-16,824.5
328,2004-07-19,828.5
329,2004-07-20,834.5
330,2004-07-21,829.25
331,2004-07-22,830.5
332,2004-07-23,818.5
333,2004-07-26,816.5
334,2004-07-27,807.0
335,2004-07-28,799.0
336,2004-07-29,821.5
337,2004-07-30,820.0
338,2004-08-02,827.5
339,2004-08-03,825.5
340,2004-08-04,834.0
341,2004-08-05,827.5
342,2004-08-06,828.5
343,2004-08-09,833.0
344,2004-08-10,847.5
345,2004-08-11,836.5
346,2004-08-12,849.25
347,2004-08-13,863.5
348,2004-08-16,883.5
349,2004-08-17,881.0
350,2004-08-18,860.0
351,2004-08-19,863.5
352,2004-08-20,853.0
353,2004-08-23,836.5
354,2004-08-24,845.0
355,2004-08-25,849.5
356,2004-08-26,855.5
357,2004-08-27,864.5
358,2004-08-30,864.5
359,2004-08-31,865.5
360,2004-09-01,869.5
361,2004-09-02,870.0
362,2004-09-03,860.0
363,2004-09-06,848.5
364,2004-09-07,845.5
365,2004-09-08,845.5
366,2004-09-09,828.5
367,2004-09-10,835.75
368,2004-09-13,842.5
369,2004-09-14,845.5
370,2004-09-15,845.5
371,2004-09-16,838.5
372,2004-09-17,839.5
373,2004-09-20,835.0
374,2004-09-21,850.0
375,2004-09-22,844.0
376,2004-09-23,850.0
377,2004-09-24,852.5
378,2004-09-27,857.0
379,2004-09-28,873.0
380,2004-09-29,849.5
381,2004-09-30,860.5
382,2004-10-01,859.5
383,2004-10-04,828.0
384,2004-10-05,839.5
385,2004-10-06,844.0
386,2004-10-07,841.0
387,2004-10-08,842.5
388,2004-10-11,847.5
389,2004-10-12,842.5
390,2004-10-13,832.5
391,2004-10-14,842.5
392,2004-10-15,846.47
393,2004-10-18,839.0
394,2004-10-19,838.0
395,2004-10-20,848.0
396,2004-10-21,848.5
397,2004-10-22,843.5
398,2004-10-25,849.0
399,2004-10-26,843.5
400,2004-10-27,835.5
401,2004-10-28,830.5
402,2004-10-29,834.5
403,2004-11-01,834.0
404,2004-11-02,824.46
405,2004-11-03,829.0
406,2004-11-04,847.5
407,2004-11-05,848.5
408,2004-11-08,847.0
409,2004-11-09,850.0
410,2004-11-10,847.5
411,2004-11-11,853.0
412,2004-11-12,874.0
413,2004-11-15,876.5
414,2004-11-16,866.5
415,2004-11-17,874.25
416,2004-11-18,860.0
417,2004-11-19,859.75
418,2004-11-22,853.0
419,2004-11-23,853.0
420,2004-11-24,861.25
421,2004-11-25,863.0
422,2004-11-26,864.5
423,2004-11-29,863.75
424,2004-11-30,868.25
425,2004-12-01,877.75
426,2004-12-02,881.75
427,2004-12-03,872.75
428,2004-12-06,872.75
429,2004-12-07,869.25
430,2004-12-08,832.25
431,2004-12-09,821.0
432,2004-12-10,832.25
433,2004-12-13,833.5
434,2004-12-14,833.75
435,2004-12-15,840.0
436,2004-12-16,842.25
437,2004-12-17,838.25
438,2004-12-20,843.25
439,2004-12-21,842.5
440,2004-12-22,842.0
441,2004-12-23,843.25
442,2004-12-24,846.0
443,2004-12-27,867.5
444,2004-12-28,867.5
445,2004-12-29,865.0
446,2004-12-30,860.25
447,2004-12-31,861.5
448,2005-01-03,855.0
449,2005-01-04,844.0
450,2005-01-05,847.5
451,2005-01-06,845.5
452,2005-01-07,841.5
453,2005-01-10,848.0
454,2005-01-11,861.0
455,2005-01-12,861.5
456,2005-01-13,860.0
457,2005-01-14,855.5
458,2005-01-17,855.5
459,2005-01-18,860.0
460,2005-01-19,868.0
461,2005-01-20,862.5
462,2005-01-21,867.5
463,2005-01-24,872.0
464,2005-01-25,860.5
465,2005-01-26,867.5
466,2005-01-27,867.5
467,2005-01-28,871.5
