,Date,close
0,2003-04-16,285.117
1,2003-04-17,287.015
2,2003-04-18,287.015
3,2003-04-21,287.015
4,2003-04-22,285.75
5,2003-04-23,283.219
6,2003-04-24,260.022
7,2003-04-25,262.552
8,2003-04-28,268.879
9,2003-04-29,270.777
10,2003-04-30,269.933
11,2003-05-01,269.511
12,2003-05-02,267.192
13,2003-05-05,267.192
14,2003-05-06,266.137
15,2003-05-07,257.28
16,2003-05-08,261.287
17,2003-05-09,263.817
18,2003-05-12,266.348
19,2003-05-13,265.926
20,2003-05-14,260.654
21,2003-05-15,257.913
22,2003-05-16,262.763
23,2003-05-19,254.117
24,2003-05-20,253.062
25,2003-05-21,253.062
26,2003-05-22,258.545
27,2003-05-23,261.076
28,2003-05-26,261.076
29,2003-05-27,262.341
30,2003-05-28,266.77
31,2003-05-29,266.137
32,2003-05-30,267.824
33,2003-06-02,271.831
34,2003-06-03,272.042
35,2003-06-04,269.722
36,2003-06-05,272.464
37,2003-06-06,276.681
38,2003-06-09,276.471
39,2003-06-10,277.736
40,2003-06-11,273.307
41,2003-06-12,274.151
42,2003-06-13,274.994
43,2003-06-16,278.369
44,2003-06-17,281.743
45,2003-06-18,279.212
46,2003-06-19,276.26
47,2003-06-20,278.158
48,2003-06-23,272.464
49,2003-06-24,269.09
50,2003-06-25,269.09
51,2003-06-26,264.872
52,2003-06-27,266.559
53,2003-06-30,269.09
54,2003-07-01,262.341
55,2003-07-02,263.607
56,2003-07-03,266.77
57,2003-07-04,269.511
58,2003-07-07,279.212
59,2003-07-08,280.056
60,2003-07-09,279.423
61,2003-07-10,282.586
62,2003-07-11,282.797
63,2003-07-14,291.865
64,2003-07-15,290.6
65,2003-07-16,289.967
66,2003-07-17,289.967
67,2003-07-18,292.709
68,2003-07-21,291.022
69,2003-07-22,293.341
70,2003-07-23,300.301
71,2003-07-24,309.158
72,2003-07-25,315.906
73,2003-07-28,314.641
74,2003-07-29,309.58
75,2003-07-30,307.893
76,2003-07-31,313.165
77,2003-08-01,314.641
78,2003-08-04,310.634
79,2003-08-05,316.75
80,2003-08-06,314.852
81,2003-08-07,315.484
82,2003-08-08,318.015
83,2003-08-11,320.335
84,2003-08-12,322.233
85,2003-08-13,325.818
86,2003-08-14,328.77
87,2003-08-15,336.573
88,2003-08-18,343.321
89,2003-08-19,341.634
90,2003-08-20,335.94
91,2003-08-21,341.634
92,2003-08-22,345.43
93,2003-08-25,345.43
94,2003-08-26,336.995
95,2003-08-27,340.369
96,2003-08-28,348.382
97,2003-08-29,350.491
98,2003-09-01,359.349
99,2003-09-02,354.709
100,2003-09-03,361.246
101,2003-09-04,362.09
102,2003-09-05,365.886
103,2003-09-08,369.049
104,2003-09-09,368.206
105,2003-09-10,362.723
106,2003-09-11,360.192
107,2003-09-12,360.403
108,2003-09-15,359.349
109,2003-09-16,362.934
110,2003-09-17,358.083
111,2003-09-18,362.09
112,2003-09-19,358.083
113,2003-09-22,351.546
114,2003-09-23,349.859
115,2003-09-24,354.92
116,2003-09-25,348.382
117,2003-09-26,343.321
118,2003-09-29,342.267
119,2003-09-30,336.995
120,2003-10-01,335.729
121,2003-10-02,342.478
122,2003-10-03,357.661
123,2003-10-06,364.621
124,2003-10-07,358.505
125,2003-10-08,364.199
126,2003-10-09,381.07
127,2003-10-10,381.281
128,2003-10-13,400.682
129,2003-10-14,393.09
130,2003-10-15,405.954
131,2003-10-16,392.247
132,2003-10-17,398.995
133,2003-10-20,394.777
134,2003-10-21,396.043
135,2003-10-22,386.974
136,2003-10-23,379.594
137,2003-10-24,375.376
138,2003-10-27,373.689
139,2003-10-28,382.968
140,2003-10-29,378.75
141,2003-10-30,396.675
142,2003-10-31,390.349
143,2003-11-03,395.199
144,2003-11-04,400.26
145,2003-11-05,391.614
146,2003-11-06,395.621
147,2003-11-07,393.723
148,2003-11-10,390.56
149,2003-11-11,385.287
150,2003-11-12,390.56
151,2003-11-13,385.287
152,2003-11-14,381.07
153,2003-11-17,372.634
154,2003-11-18,369.893
155,2003-11-19,370.947
156,2003-11-20,367.573
157,2003-11-21,364.832
158,2003-11-24,367.995
159,2003-11-25,370.525
160,2003-11-26,372.423
161,2003-11-27,372.213
162,2003-11-28,367.784
163,2003-12-01,386.553
164,2003-12-02,383.6
165,2003-12-03,388.872
166,2003-12-04,392.036
167,2003-12-05,396.886
168,2003-12-08,389.294
169,2003-12-09,398.362
170,2003-12-10,396.464
171,2003-12-11,386.342
172,2003-12-12,386.342
173,2003-12-15,392.879
174,2003-12-16,386.342
175,2003-12-17,388.029
176,2003-12-18,396.464
177,2003-12-19,401.736
178,2003-12-22,402.369
179,2003-12-23,400.893
180,2003-12-24,404.9
181,2003-12-25,404.9
182,2003-12-26,404.9
183,2003-12-29,410.805
184,2003-12-30,411.648
185,2003-12-31,411.648
186,2004-01-01,411.648
187,2004-01-02,416.288
188,2004-01-05,421.771
189,2004-01-06,412.702
190,2004-01-07,400.682
191,2004-01-08,400.682
192,2004-01-09,390.77
193,2004-01-12,393.09
194,2004-01-13,392.247
195,2004-01-14,394.355
196,2004-01-15,388.24
197,2004-01-16,391.825
198,2004-01-19,398.362
199,2004-01-20,393.09
200,2004-01-21,395.199
201,2004-01-22,390.138
202,2004-01-23,392.458
203,2004-01-26,394.355
204,2004-01-27,390.77
205,2004-01-28,391.192
206,2004-01-29,379.172
207,2004-01-30,380.859
208,2004-02-02,377.274
209,2004-02-03,374.954
210,2004-02-04,377.274
211,2004-02-05,376.641
212,2004-02-06,375.798
213,2004-02-09,390.77
214,2004-02-10,384.233
215,2004-02-11,384.022
216,2004-02-12,399.417
217,2004-02-13,401.315
218,2004-02-16,405.743
219,2004-02-17,408.063
220,2004-02-18,404.478
221,2004-02-19,428.097
222,2004-02-20,421.771
223,2004-02-23,418.607
224,2004-02-24,410.383
225,2004-02-25,413.757
226,2004-02-26,421.56
227,2004-02-27,416.709
228,2004-03-01,433.791
229,2004-03-02,443.914
230,2004-03-03,426.621
231,2004-03-04,426.832
232,2004-03-05,429.784
233,2004-03-08,429.573
234,2004-03-09,425.145
235,2004-03-10,419.029
236,2004-03-11,410.172
237,2004-03-12,417.553
238,2004-03-15,407.641
239,2004-03-16,414.179
240,2004-03-17,421.56
241,2004-03-18,420.927
242,2004-03-19,422.614
243,2004-03-22,409.117
244,2004-03-23,407.43
245,2004-03-24,398.151
246,2004-03-25,404.9
247,2004-03-26,416.709
248,2004-03-29,424.301
249,2004-03-30,421.771
250,2004-03-31,418.396
251,2004-04-01,428.097
252,2004-04-02,444.124
253,2004-04-05,438.22
254,2004-04-06,429.784
255,2004-04-07,431.05
256,2004-04-08,436.533
257,2004-04-09,436.533
258,2004-04-12,436.533
259,2004-04-13,432.315
260,2004-04-14,417.975
261,2004-04-15,414.6
262,2004-04-16,417.131
263,2004-04-19,412.492
264,2004-04-20,414.6
265,2004-04-21,398.995
266,2004-04-22,401.526
267,2004-04-23,404.478
268,2004-04-26,404.9
269,2004-04-27,402.791
270,2004-04-28,386.764
271,2004-04-29,379.172
272,2004-04-30,380.015
273,2004-05-03,380.015
274,2004-05-04,393.09
275,2004-05-05,392.668
276,2004-05-06,383.811
277,2004-05-07,382.124
278,2004-05-10,364.832
279,2004-05-11,369.471
280,2004-05-12,372.845
281,2004-05-13,374.954
282,2004-05-14,368.627
283,2004-05-17,370.315
284,2004-05-18,368.206
285,2004-05-19,389.716
286,2004-05-20,381.702
287,2004-05-21,391.403
288,2004-05-24,386.764
289,2004-05-25,383.811
290,2004-05-26,391.825
291,2004-05-27,391.825
292,2004-05-28,387.185
293,2004-05-31,387.185
294,2004-06-01,391.403
295,2004-06-02,377.485
296,2004-06-03,375.376
