,Date,close
0,2003-04-16,780.0
1,2003-04-17,786.0
2,2003-04-18,786.0
3,2003-04-21,786.0
4,2003-04-22,769.0
5,2003-04-23,767.0
6,2003-04-24,768.0
7,2003-04-25,767.0
8,2003-04-28,768.0
9,2003-04-29,776.0
10,2003-04-30,784.0
11,2003-05-01,779.0
12,2003-05-02,772.0
13,2003-05-05,772.0
14,2003-05-06,768.0
15,2003-05-07,771.0
16,2003-05-08,773.5
17,2003-05-09,775.0
18,2003-05-12,775.0
19,2003-05-13,793.0
20,2003-05-14,798.0
21,2003-05-15,805.5
22,2003-05-16,797.0
23,2003-05-19,791.5
24,2003-05-20,787.0
25,2003-05-21,802.0
26,2003-05-22,797.0
27,2003-05-23,791.0
28,2003-05-26,791.0
29,2003-05-27,797.0
30,2003-05-28,792.5
31,2003-05-29,782.0
32,2003-05-30,785.0
33,2003-06-02,805.0
34,2003-06-03,813.0
35,2003-06-04,806.0
36,2003-06-05,810.0
37,2003-06-06,812.0
38,2003-06-09,801.0
39,2003-06-10,796.0
40,2003-06-11,791.0
41,2003-06-12,794.5
42,2003-06-13,794.0
43,2003-06-16,796.0
44,2003-06-17,805.0
45,2003-06-18,814.0
46,2003-06-19,811.5
47,2003-06-20,802.0
48,2003-06-23,801.0
49,2003-06-24,804.5
50,2003-06-25,803.0
51,2003-06-26,798.0
52,2003-06-27,801.0
53,2003-06-30,800.0
54,2003-07-01,803.0
55,2003-07-02,815.0
56,2003-07-03,817.0
57,2003-07-04,818.0
58,2003-07-07,829.5
59,2003-07-08,827.0
60,2003-07-09,827.0
61,2003-07-10,831.0
62,2003-07-11,835.0
63,2003-07-14,852.0
64,2003-07-15,853.0
65,2003-07-16,845.0
66,2003-07-17,845.0
67,2003-07-18,848.0
68,2003-07-21,850.0
69,2003-07-22,852.0
70,2003-07-23,856.0
71,2003-07-24,860.0
72,2003-07-25,865.0
73,2003-07-28,870.0
74,2003-07-29,866.0
75,2003-07-30,856.0
76,2003-07-31,872.0
77,2003-08-01,865.5
78,2003-08-04,860.0
79,2003-08-05,861.0
80,2003-08-06,858.5
81,2003-08-07,867.5
82,2003-08-08,836.0
83,2003-08-11,833.0
84,2003-08-12,830.0
85,2003-08-13,828.0
86,2003-08-14,834.0
87,2003-08-15,810.0
88,2003-08-18,799.0
89,2003-08-19,812.0
90,2003-08-20,812.0
91,2003-08-21,814.0
92,2003-08-22,813.0
93,2003-08-25,813.0
94,2003-08-26,807.0
95,2003-08-27,811.0
96,2003-08-28,811.0
97,2003-08-29,824.0
98,2003-09-01,825.5
99,2003-09-02,828.0
100,2003-09-03,838.0
101,2003-09-04,823.0
102,2003-09-05,832.0
103,2003-09-08,835.0
104,2003-09-09,825.0
105,2003-09-10,827.0
106,2003-09-11,829.5
107,2003-09-12,823.0
108,2003-09-15,829.0
109,2003-09-16,826.5
110,2003-09-17,828.0
111,2003-09-18,827.5
112,2003-09-19,838.0
113,2003-09-22,838.0
114,2003-09-23,839.0
115,2003-09-24,851.0
116,2003-09-25,853.0
117,2003-09-26,851.0
118,2003-09-29,846.0
119,2003-09-30,844.0
120,2003-10-01,843.0
121,2003-10-02,849.0
122,2003-10-03,857.0
123,2003-10-06,874.0
124,2003-10-07,895.0
125,2003-10-08,892.0
126,2003-10-09,904.0
127,2003-10-10,902.0
128,2003-10-13,929.0
129,2003-10-14,904.0
130,2003-10-15,916.0
131,2003-10-16,928.0
132,2003-10-17,915.5
133,2003-10-20,930.0
134,2003-10-21,929.0
135,2003-10-22,942.0
136,2003-10-23,933.5
137,2003-10-24,924.0
138,2003-10-27,932.0
139,2003-10-28,932.0
140,2003-10-29,955.0
141,2003-10-30,948.5
142,2003-10-31,968.0
143,2003-11-03,927.0
144,2003-11-04,947.0
145,2003-11-05,939.5
146,2003-11-06,934.0
147,2003-11-07,917.0
148,2003-11-10,917.0
149,2003-11-11,928.0
150,2003-11-12,944.0
151,2003-11-13,936.0
152,2003-11-14,945.0
153,2003-11-17,905.0
154,2003-11-18,926.0
155,2003-11-19,928.0
156,2003-11-20,910.0
157,2003-11-21,914.5
158,2003-11-24,932.0
159,2003-11-25,926.0
160,2003-11-26,929.0
161,2003-11-27,943.0
162,2003-11-28,955.0
163,2003-12-01,963.0
164,2003-12-02,979.0
165,2003-12-03,986.0
166,2003-12-04,981.0
167,2003-12-05,986.0
168,2003-12-08,977.0
169,2003-12-09,983.0
170,2003-12-10,987.0
171,2003-12-11,987.0
172,2003-12-12,994.0
173,2003-12-15,989.0
174,2003-12-16,996.0
175,2003-12-17,989.0
176,2003-12-18,998.0
177,2003-12-19,1004.0
178,2003-12-22,989.0
179,2003-12-23,1003.0
180,2003-12-24,1004.0
181,2003-12-25,1004.0
182,2003-12-26,1004.0
183,2003-12-29,1009.0
184,2003-12-30,1012.0
185,2003-12-31,1017.0
186,2004-01-01,1017.0
187,2004-01-02,1040.0
188,2004-01-05,1047.0
189,2004-01-06,1027.0
190,2004-01-07,1023.0
191,2004-01-08,1051.0
192,2004-01-09,1042.0
193,2004-01-12,1033.0
194,2004-01-13,1030.0
195,2004-01-14,1036.0
196,2004-01-15,1020.0
197,2004-01-16,1019.0
198,2004-01-19,1027.0
199,2004-01-20,1040.5
200,2004-01-21,1044.0
201,2004-01-22,1036.0
202,2004-01-23,1032.0
203,2004-01-26,1016.0
204,2004-01-27,1016.0
205,2004-01-28,1042.0
206,2004-01-29,1029.5
207,2004-01-30,1043.0
208,2004-02-02,1052.0
209,2004-02-03,1069.0
210,2004-02-04,1067.0
211,2004-02-05,1074.5
212,2004-02-06,1078.0
213,2004-02-09,1077.0
214,2004-02-10,1073.0
215,2004-02-11,1083.0
216,2004-02-12,1102.0
217,2004-02-13,1095.0
218,2004-02-16,1108.0
219,2004-02-17,1129.0
220,2004-02-18,1110.0
221,2004-02-19,1122.0
222,2004-02-20,1120.0
223,2004-02-23,1114.0
224,2004-02-24,1140.0
225,2004-02-25,1130.0
226,2004-02-26,1144.0
227,2004-02-27,1138.0
228,2004-03-01,1152.0
229,2004-03-02,1149.0
230,2004-03-03,1100.0
231,2004-03-04,1101.0
232,2004-03-05,1123.0
233,2004-03-08,1115.0
234,2004-03-09,1096.0
235,2004-03-10,1105.0
236,2004-03-11,1122.0
237,2004-03-12,1111.0
238,2004-03-15,1123.0
239,2004-03-16,1148.0
240,2004-03-17,1130.0
241,2004-03-18,1140.0
242,2004-03-19,1145.0
243,2004-03-22,1132.0
244,2004-03-23,1107.0
245,2004-03-24,1111.0
246,2004-03-25,1091.0
247,2004-03-26,1101.0
248,2004-03-29,1106.0
249,2004-03-30,1103.0
250,2004-03-31,1110.0
251,2004-04-01,1138.0
252,2004-04-02,1124.0
253,2004-04-05,1044.0
254,2004-04-06,1058.5
255,2004-04-07,1046.0
256,2004-04-08,1038.5
257,2004-04-09,1038.5
258,2004-04-12,1038.5
259,2004-04-13,1020.0
260,2004-04-14,1028.0
261,2004-04-15,1013.0
262,2004-04-16,1028.0
263,2004-04-19,1028.0
264,2004-04-20,1042.0
265,2004-04-21,1017.0
266,2004-04-22,1019.5
267,2004-04-23,1037.0
268,2004-04-26,1040.0
269,2004-04-27,1049.5
270,2004-04-28,1023.0
271,2004-04-29,1044.0
272,2004-04-30,1043.0
273,2004-05-03,1043.0
274,2004-05-04,1042.0
275,2004-05-05,1050.0
276,2004-05-06,1059.0
277,2004-05-07,1034.0
278,2004-05-10,1015.0
279,2004-05-11,1025.0
280,2004-05-12,1033.0
281,2004-05-13,1017.0
282,2004-05-14,1020.0
283,2004-05-17,1016.0
284,2004-05-18,1026.5
285,2004-05-19,1051.0
286,2004-05-20,1054.0
287,2004-05-21,1047.0
288,2004-05-24,1067.0
289,2004-05-25,1065.0
290,2004-05-26,1090.0
291,2004-05-27,1100.0
292,2004-05-28,1110.0
293,2004-05-31,1110.0
294,2004-06-01,1115.5
295,2004-06-02,1093.0
296,2004-06-03,1110.0
297,2004-06-04,1082.0
298,2004-06-07,1104.0
299,2004-06-08,1094.0
300,2004-06-09,1074.0
301,2004-06-10,1060.0
302,2004-06-11,1029.0
303,2004-06-14,1014.0
304,2004-06-15,1026.0
305,2004-06-16,1015.0
306,2004-06-17,1025.0
307,2004-06-18,1026.0
308,2004-06-21,1020.0
309,2004-06-22,968.0
310,2004-06-23,980.0
311,2004-06-24,1000.5
312,2004-06-25,996.0
313,2004-06-28,999.0
314,2004-06-29,981.0
315,2004-06-30,992.0
316,2004-07-01,986.0
317,2004-07-02,992.0
318,2004-07-05,1012.0
319,2004-07-06,1000.0
320,2004-07-07,1014.0
321,2004-07-08,1017.0
322,2004-07-09,1017.0
323,2004-07-12,1020.5
324,2004-07-13,1006.0
325,2004-07-14,1011.0
326,2004-07-15,1011.0
327,2004-07-16,1008.0
328,2004-07-19,985.5
329,2004-07-20,992.5
330,2004-07-21,985.0
331,2004-07-22,992.0
332,2004-07-23,980.0
333,2004-07-26,988.0
334,2004-07-27,984.0
335,2004-07-28,1006.5
336,2004-07-29,1034.0
337,2004-07-30,1042.0
338,2004-08-02,1039.0
339,2004-08-03,1046.5
340,2004-08-04,1033.0
341,2004-08-05,1021.0
342,2004-08-06,1000.5
343,2004-08-09,973.5
344,2004-08-10,984.0
345,2004-08-11,977.0
346,2004-08-12,987.0
347,2004-08-13,1002.0
348,2004-08-16,1001.5
